start_lr,seed,epoch,epoch_lr,train_loss,test_loss,test_correct,test_accuracy,epoch_time_sec
0.021544346900318843,4,8,,0.020005942590814084,0.03538047857284546,9880,98.8,21.920454025268555
0.021544346900318843,4,9,,0.015566438954478751,0.03529861583709717,9883,98.83,21.740153789520264
0.021544346900318843,4,10,,0.013325138708700736,0.03589418649673462,9878,98.78,21.84397315979004
0.0464158883361278,0,1,,0.22680160109897454,0.061397682571411136,9811,98.11,33.12704038619995
0.0464158883361278,0,2,,0.058595139044399065,0.04713796339035034,9847,98.47,21.65946078300476
0.0464158883361278,0,3,,0.0396248291687419,0.07876932563781738,9720,97.2,21.680306434631348
0.0464158883361278,0,4,,0.028569330356580516,0.039014540481567384,9865,98.65,21.99754524230957
0.0464158883361278,0,5,,0.020575809354521333,0.03619996109008789,9885,98.85,21.656830549240112
0.0464158883361278,0,6,,0.015757771604849646,0.03254614214897156,9894,98.94,21.71705913543701
0.0464158883361278,0,7,,0.011764792845382666,0.03380902206897735,9899,98.99,21.710017442703247
0.0464158883361278,0,8,,0.008663405754219275,0.02893368468284607,9909,99.09,21.708877563476562
0.0464158883361278,0,9,,0.006240537328936625,0.030994452261924745,9908,99.08,21.635897874832153
0.0464158883361278,0,10,,0.005185140613709033,0.03499743573665619,9901,99.01,21.634365558624268
0.0464158883361278,1,1,,0.2303794872979323,0.07632590732574462,9747,97.47,33.1668119430542
0.0464158883361278,1,2,,0.061800995093087355,0.06758296642303467,9779,97.79,22.003360748291016
0.0464158883361278,1,3,,0.040563694377926486,0.06353622398376464,9790,97.9,23.060291290283203
0.0464158883361278,1,4,,0.02897010453144709,0.03315731229782105,9883,98.83,22.371419191360474
0.0464158883361278,1,5,,0.02090982055639227,0.031499716472625734,9897,98.97,21.727080821990967
0.0464158883361278,1,6,,0.016318864217819647,0.03730360698699951,9887,98.87,21.622832775115967
0.0464158883361278,1,7,,0.012122960435335214,0.0419272075176239,9866,98.66,21.65409779548645
0.0464158883361278,1,8,,0.00859906125733008,0.03414799716472626,9891,98.91,22.034148931503296
0.0464158883361278,1,9,,0.006454970310176334,0.04317584133148193,9883,98.83,21.599137544631958
0.0464158883361278,1,10,,0.005323536349914502,0.04226773662567139,9877,98.77,21.986732006072998
0.0464158883361278,2,1,,0.23962789715230465,0.07895815486907959,9746,97.46,34.08639645576477
0.0464158883361278,2,2,,0.061231926527867714,0.04636726894378662,9855,98.55,21.85960340499878
0.0464158883361278,2,3,,0.03901266875161479,0.04316527099609375,9861,98.61,21.556641340255737
0.0464158883361278,2,4,,0.028909622228952745,0.03339847369194031,9892,98.92,21.67036509513855
0.0464158883361278,2,5,,0.020894021761106947,0.03545610013008118,9883,98.83,21.514972925186157
0.0464158883361278,2,6,,0.016002599567516398,0.03518912982940674,9889,98.89,21.599271535873413
0.0464158883361278,2,7,,0.012083696837785343,0.03699336886405945,9884,98.84,21.637693881988525
0.0464158883361278,2,8,,0.008629341038277684,0.036220539617538454,9893,98.93,21.71041250228882
0.0464158883361278,2,9,,0.006706128465083505,0.0317485857963562,9905,99.05,21.57920527458191
0.0464158883361278,2,10,,0.00542687637717075,0.03984758315086365,9873,98.73,21.63841700553894
0.0464158883361278,3,1,,0.22776655367116133,0.07303019371032715,9761,97.61,33.13462209701538
0.0464158883361278,3,2,,0.059885639686137436,0.05568823184967041,9811,98.11,21.634642124176025
0.0464158883361278,3,3,,0.03912047707363963,0.04473081789016724,9854,98.54,21.48577094078064
0.0464158883361278,3,4,,0.02936545807036261,0.047829963397979736,9844,98.44,21.651681423187256
0.0464158883361278,3,5,,0.02081299029396226,0.06406447219848632,9798,97.98,21.77824878692627
0.0464158883361278,3,6,,0.016002572130132467,0.0318477897644043,9895,98.95,21.664119482040405
0.0464158883361278,3,7,,0.011803853520487125,0.03894505109786987,9876,98.76,21.679787635803223
0.0464158883361278,3,8,,0.008694559779732177,0.03962401685714722,9875,98.75,21.639243841171265
0.0464158883361278,3,9,,0.00656289343839162,0.0352694727897644,9896,98.96,21.68640899658203
0.0464158883361278,3,10,,0.005110532710870999,0.04394474105834961,9873,98.73,21.679847478866577
0.0464158883361278,4,1,,0.2339386835048596,0.06968987579345703,9792,97.92,32.83185362815857
0.0464158883361278,4,2,,0.05951957748432954,0.04537322578430176,9850,98.5,21.40999984741211
0.0464158883361278,4,3,,0.03985738781367739,0.04095193910598755,9867,98.67,23.009218454360962
0.0464158883361278,4,4,,0.0283329903928563,0.04162125015258789,9866,98.66,22.171515941619873
0.0464158883361278,4,5,,0.020747775369510054,0.04139710292816162,9864,98.64,21.432379007339478
0.0464158883361278,4,6,,0.01653406543840344,0.034149019050598146,9885,98.85,21.42618227005005
0.0464158883361278,4,7,,0.011396638666264091,0.03573646788597107,9895,98.95,21.51063299179077
0.0464158883361278,4,8,,0.008444019574931978,0.034206244564056396,9887,98.87,21.471407890319824
0.0464158883361278,4,9,,0.006202048611598244,0.03701901125907898,9897,98.97,21.457916498184204
0.0464158883361278,4,10,,0.004255703753227135,0.03757344007492065,9890,98.9,21.522372007369995
0.10000000000000003,0,1,,0.17986956021835407,0.05266394367218018,9827,98.27,34.54956650733948
0.10000000000000003,0,2,,0.04461410057855149,0.03694225730895996,9883,98.83,21.84349298477173
0.10000000000000003,0,3,,0.0280758268588533,0.07764404106140137,9733,97.33,21.744948387145996
0.10000000000000003,0,4,,0.018129167553472023,0.037029640865325925,9879,98.79,21.86873197555542
0.10000000000000003,0,5,,0.012421214453553936,0.042398568725585936,9861,98.61,21.815175771713257
0.10000000000000003,0,6,,0.010254998615290969,0.03267399730682373,9895,98.95,21.720494031906128
0.10000000000000003,0,7,,0.006085538456442495,0.03473266935348511,9906,99.06,21.740517377853394
0.10000000000000003,0,8,,0.003665561564161908,0.034136947828531265,9894,98.94,21.71213960647583
0.10000000000000003,0,9,,0.002362041951075662,0.034635556346178056,9907,99.07,22.053874015808105
0.10000000000000003,0,10,,0.00178468493091738,0.03636538631916046,9901,99.01,21.783813953399658
0.10000000000000003,1,1,,0.17479173446098964,0.05942545757293701,9804,98.04,33.120001792907715
0.10000000000000003,1,2,,0.04649356862877806,0.06216120872497559,9792,97.92,21.53580141067505
0.10000000000000003,1,3,,0.02953482591981689,0.032493203592300415,9887,98.87,21.61064839363098
0.10000000000000003,1,4,,0.019268842129719754,0.03760756483078003,9883,98.83,21.60361123085022
0.10000000000000003,1,5,,0.012829026526461045,0.0320269157409668,9898,98.98,21.696609258651733
0.10000000000000003,1,6,,0.008948786003237667,0.03143919184207916,9907,99.07,21.579765796661377
0.10000000000000003,1,7,,0.006445217904045906,0.04821821179389953,9870,98.7,21.88953399658203
0.10000000000000003,1,8,,0.003598445828728048,0.03362875572443008,9900,99.0,21.608100652694702
0.10000000000000003,1,9,,0.0019096986704411393,0.032714642930030825,9916,99.16,21.548949003219604
0.10000000000000003,1,10,,0.001270345826987917,0.036150794076919554,9908,99.08,21.566150903701782
0.10000000000000003,2,1,,0.18347684485912322,0.0559008602142334,9816,98.16,33.56078624725342
0.10000000000000003,2,2,,0.045104315280355516,0.03586357469558716,9879,98.79,21.82874631881714
0.10000000000000003,2,3,,0.027867352305880437,0.034871258425712585,9882,98.82,21.924915313720703
0.10000000000000003,2,4,,0.019509686449278765,0.03573178787231445,9883,98.83,21.981528520584106
0.10000000000000003,2,5,,0.012821028869366273,0.03594689135551453,9886,98.86,22.143397331237793
0.10000000000000003,2,6,,0.008883785960365397,0.03531660099029541,9895,98.95,21.959020137786865
0.10000000000000003,2,7,,0.006244667860351425,0.03496369661092758,9905,99.05,21.870002269744873
0.10000000000000003,2,8,,0.004331225007019626,0.04046241798400879,9888,98.88,23.808793783187866
0.10000000000000003,2,9,,0.0025661291923373937,0.030187955570220946,9925,99.25,22.14700198173523
0.10000000000000003,2,10,,0.002362519088483047,0.044026007556915284,9880,98.8,21.890830039978027
0.10000000000000003,3,1,,0.17399621409649652,0.06408880958557128,9787,97.87,33.14193153381348
0.10000000000000003,3,2,,0.04504062112060686,0.04802180757522583,9848,98.48,21.816989183425903
0.10000000000000003,3,3,,0.027276250044318537,0.04916440625190735,9829,98.29,21.63245677947998
0.10000000000000003,3,4,,0.019877817240078,0.03808021974563599,9881,98.81,21.64620018005371
0.10000000000000003,3,5,,0.012785678242651435,0.047780651760101316,9838,98.38,21.55214548110962
0.10000000000000003,3,6,,0.008571091204470334,0.02939912543296814,9910,99.1,21.61249017715454
0.10000000000000003,3,7,,0.0062729916315622785,0.04949036293029785,9870,98.7,21.606905221939087
0.10000000000000003,3,8,,0.00419721121241164,0.04038378677368164,9890,98.9,21.77124047279358
0.10000000000000003,3,9,,0.0031840750522028733,0.03279057166576386,9899,98.99,21.639851570129395
0.10000000000000003,3,10,,0.0021239018282377706,0.0368931200504303,9903,99.03,21.635026454925537
0.10000000000000003,4,1,,0.17636745375394822,0.05490900440216064,9814,98.14,33.554073333740234
0.10000000000000003,4,2,,0.045002943552285436,0.04259415884017944,9854,98.54,21.81702494621277
0.10000000000000003,4,3,,0.02867857609577477,0.03883266162872315,9869,98.69,21.85453963279724
0.10000000000000003,4,4,,0.019045938671333716,0.035069872093200685,9883,98.83,21.952650785446167
0.10000000000000003,4,5,,0.012998064177273772,0.029585295820236206,9913,99.13,21.79874610900879
0.10000000000000003,4,6,,0.009488041203732913,0.032000824069976806,9909,99.09,21.91117024421692
0.10000000000000003,4,7,,0.006722591777471826,0.034568060517311094,9899,98.99,21.85847496986389
0.10000000000000003,4,8,,0.004572989981658369,0.034354262959957124,9902,99.02,22.02763819694519
0.10000000000000003,4,9,,0.0029379699022043498,0.03622968989610672,9900,99.0,21.995164394378662
0.10000000000000003,4,10,,0.0017938313201895653,0.03771208925247192,9896,98.96,21.930103063583374
0.21544346900318842,0,1,,0.165542685474207,0.04470817184448242,9837,98.37,33.06036067008972
0.21544346900318842,0,2,,0.03946507854821781,0.03535019307136535,9894,98.94,21.524919509887695
0.21544346900318842,0,3,,0.02478084587978665,0.25781165771484377,9329,93.29,21.52577543258667
0.21544346900318842,0,4,,0.014614095364514893,0.03690572247505188,9883,98.83,21.676642417907715
0.21544346900318842,0,5,,0.00938762188507438,0.03888498430252075,9881,98.81,21.595929861068726
0.21544346900318842,0,6,,0.0069498859964718575,0.03679918847084045,9892,98.92,21.816977977752686
0.21544346900318842,0,7,,0.004554415868783447,0.037621375918388364,9899,98.99,21.66975450515747
0.21544346900318842,0,8,,0.0030280961471045886,0.04383875652551651,9895,98.95,21.693804502487183
0.21544346900318842,0,9,,0.001864224937383521,0.03935403509140015,9903,99.03,21.626110792160034
0.21544346900318842,0,10,,0.0004437692386731821,0.040934464466571806,9904,99.04,21.583257913589478
0.21544346900318842,1,1,,0.15634515362232923,0.04977276020050049,9839,98.39,33.16170620918274
0.21544346900318842,1,2,,0.04151094988795618,0.050572835159301756,9828,98.28,21.832773208618164
0.21544346900318842,1,3,,0.02433802099497989,0.0333723931312561,9885,98.85,21.816123485565186
0.21544346900318842,1,4,,0.017070829925790895,0.03252772908210754,9905,99.05,22.367436170578003
0.21544346900318842,1,5,,0.011282006726672018,0.038837986850738526,9889,98.89,21.85848879814148
0.21544346900318842,1,6,,0.008537175517131497,0.03243364338874817,9906,99.06,21.805445194244385
0.21544346900318842,1,7,,0.00484985842299211,0.03755215861797333,9895,98.95,21.85523748397827
0.21544346900318842,1,8,,0.0025451772678380317,0.04019497978389263,9906,99.06,22.65616273880005
0.21544346900318842,1,9,,0.002033395747090314,0.039650491654872895,9901,99.01,21.85906720161438
0.21544346900318842,1,10,,0.0002941634844573476,0.04404891947507858,9901,99.01,21.851717710494995
0.21544346900318842,2,1,,0.15860872615352273,0.047296671295166015,9846,98.46,32.923014402389526
0.21544346900318842,2,2,,0.03844616631983469,0.04116306648254395,9876,98.76,21.92692470550537
0.21544346900318842,2,3,,0.022861303267969438,0.030526860523223877,9903,99.03,21.664653539657593
0.21544346900318842,2,4,,0.01543577874750675,0.03270497212409973,9898,98.98,21.636945247650146
0.21544346900318842,2,5,,0.009418621684622486,0.033672790414094926,9911,99.11,21.554239988327026
0.21544346900318842,2,6,,0.0072024050300630435,0.038942638897895815,9905,99.05,21.594953775405884
0.21544346900318842,2,7,,0.004800601408800867,0.05363465332984924,9874,98.74,21.65842580795288
0.21544346900318842,2,8,,0.002314849181578393,0.037626601564884184,9911,99.11,21.61553978919983
0.21544346900318842,2,9,,0.002307784286561582,0.04116054067611694,9900,99.0,21.610985040664673
0.21544346900318842,2,10,,0.004625776005876044,0.04484092013835907,9893,98.93,21.90678834915161
0.21544346900318842,3,1,,0.18410678687704107,0.051334195613861086,9832,98.32,34.6397807598114
0.21544346900318842,3,2,,0.043546050185461836,0.04595477485656738,9859,98.59,21.564007997512817
0.21544346900318842,3,3,,0.0260316319532382,0.04191234149932861,9865,98.65,21.59719443321228
0.21544346900318842,3,4,,0.018677717064786704,0.037608640670776364,9878,98.78,21.62655472755432
0.21544346900318842,3,5,,0.01196768689311187,0.045675207042694094,9867,98.67,21.556347846984863
0.21544346900318842,3,6,,0.008702560971292649,0.03856691417694092,9894,98.94,21.494959115982056
0.21544346900318842,3,7,,0.005896692171361549,0.04550411639213562,9882,98.82,21.50400185585022
0.21544346900318842,3,8,,0.004292465120488729,0.042976434814929965,9893,98.93,21.875089406967163
0.21544346900318842,3,9,,0.0031766710798392826,0.046620083379745485,9884,98.84,21.551779985427856
0.21544346900318842,3,10,,0.001663045687608913,0.04704388556480408,9891,98.91,21.546582221984863
0.21544346900318842,4,1,,0.18928640778983633,0.052660855388641355,9825,98.25,33.55030179023743
0.21544346900318842,4,2,,0.044210435850483676,0.050714156198501587,9834,98.34,22.099746227264404
0.21544346900318842,4,3,,0.027339654966567952,0.03697146883010864,9881,98.81,21.660361289978027
0.21544346900318842,4,4,,0.018730458960294103,0.04216467080116272,9872,98.72,21.7777042388916
0.21544346900318842,4,5,,0.01351105296142244,0.04166692054271698,9881,98.81,21.748807668685913
0.21544346900318842,4,6,,0.009086529600303038,0.035771027907729146,9906,99.06,21.940046548843384
0.21544346900318842,4,7,,0.0049026446004989946,0.03761763556003571,9898,98.98,21.570512771606445
0.21544346900318842,4,8,,0.0048962339133429246,0.04041202111840248,9898,98.98,21.590604305267334
0.21544346900318842,4,9,,0.004032499309229388,0.04825902147293091,9898,98.98,21.577512741088867
0.21544346900318842,4,10,,0.005502670474639308,0.05664744358062744,9869,98.69,21.537681818008423
0.4641588833612781,0,1,,0.2669178581948082,0.04634257116317749,9859,98.59,32.99220895767212
0.4641588833612781,0,2,,0.0474517831173415,0.038112410736083985,9879,98.79,21.48706030845642
0.4641588833612781,0,3,,0.02956309620391888,0.05215498886108398,9850,98.5,21.923138856887817
0.4641588833612781,0,4,,0.021528508727797695,0.04889951772689819,9855,98.55,21.66514539718628
0.4641588833612781,0,5,,0.014001754756307733,0.052809893703460696,9852,98.52,21.67820644378662
0.4641588833612781,0,6,,0.012171996556136098,0.06473480167388916,9841,98.41,21.674614191055298
0.4641588833612781,0,7,,0.01038231728043902,0.05438034075498581,9878,98.78,21.669124126434326
0.4641588833612781,0,8,,0.006208107952907297,0.059866118335723875,9874,98.74,21.5378520488739
0.4641588833612781,0,9,,0.010082831124516512,0.07106379861831665,9852,98.52,21.534409761428833
0.4641588833612781,0,10,,0.010941926275970279,0.06727332239151002,9870,98.7,21.576392650604248
0.4641588833612781,1,1,,0.24194816593403617,0.06399829483032227,9798,97.98,33.12739419937134
0.4641588833612781,1,2,,0.04788574953066806,0.09419615097045898,9674,96.74,21.44443917274475
0.4641588833612781,1,3,,0.031580116952757815,0.16197253952026366,9579,95.79,21.51871109008789
0.4641588833612781,1,4,,0.02011855610146837,0.046503252792358396,9872,98.72,21.603996515274048
0.4641588833612781,1,5,,0.01751332630017617,0.04414922575950623,9882,98.82,21.4600088596344
0.4641588833612781,1,6,,0.013385432728848536,0.0577885950088501,9851,98.51,21.504545211791992
0.4641588833612781,1,7,,0.00917705697296818,0.18741097869873047,9644,96.44,21.55503249168396
0.4641588833612781,1,8,,0.009498291343679981,0.05607706251144409,9852,98.52,21.487076997756958
0.4641588833612781,1,9,,0.007121531308849353,0.05723508601188659,9877,98.77,21.575940370559692
0.4641588833612781,1,10,,0.007824657959436264,0.07759955615997315,9848,98.48,23.46146821975708
0.4641588833612781,2,1,,0.20702633787418406,0.12265161819458008,9619,96.19,34.7625150680542
0.4641588833612781,2,2,,0.04716478774535159,0.05362689590454101,9833,98.33,21.559854745864868
0.4641588833612781,2,3,,0.029430343117533873,0.0434243759393692,9866,98.66,21.570600748062134
0.4641588833612781,2,4,,0.019281460089756487,0.04886651620864868,9873,98.73,21.699827909469604
0.4641588833612781,2,5,,0.014857205775207452,0.05025592374801636,9862,98.62,22.090193510055542
0.4641588833612781,2,6,,0.010982013086633257,0.052554837369918825,9868,98.68,21.552486181259155
0.4641588833612781,2,7,,0.010444940303824236,0.05084162641763687,9882,98.82,21.997357845306396
0.4641588833612781,2,8,,0.010730399961194053,0.06160266647338867,9852,98.52,21.62221884727478
0.4641588833612781,2,9,,0.005249205533665827,0.062188142347335815,9876,98.76,21.56713366508484
0.4641588833612781,2,10,,0.0043892702796241795,0.07647434635162353,9854,98.54,22.05498242378235
0.4641588833612781,3,1,,0.21306295995935798,0.06909374866485596,9791,97.91,32.93376040458679
0.4641588833612781,3,2,,0.04419025071182599,0.04563240089416504,9846,98.46,21.477238655090332
0.4641588833612781,3,3,,0.02729675740041615,0.0454552255153656,9850,98.5,21.402270793914795
0.4641588833612781,3,4,,0.018441598846156072,0.05030734052658081,9860,98.6,21.504281520843506
0.4641588833612781,3,5,,0.012947083002655563,0.046207679080963134,9881,98.81,21.762924432754517
0.4641588833612781,3,6,,0.013266097140019702,0.05900841398239136,9855,98.55,21.503600597381592
0.4641588833612781,3,7,,0.009597493517419207,0.053509479236602785,9864,98.64,21.638532400131226
0.4641588833612781,3,8,,0.007962008125575206,0.04526362314224243,9890,98.9,21.50915503501892
0.4641588833612781,3,9,,0.006969220307013893,0.0668773901939392,9859,98.59,21.566110849380493
0.4641588833612781,3,10,,0.006861493978725745,0.058609442234039306,9876,98.76,21.594663858413696
0.4641588833612781,4,1,,0.3101877438575029,0.05838470115661621,9819,98.19,33.160632610321045
0.4641588833612781,4,2,,0.05510285162385553,0.048488397312164304,9848,98.48,21.666130304336548
0.4641588833612781,4,3,,0.034004021083920574,0.03962123851776123,9871,98.71,21.871286630630493
0.4641588833612781,4,4,,0.0221920187932672,0.05430240297317505,9834,98.34,21.81492018699646
0.4641588833612781,4,5,,0.01853953820699826,0.043403103399276735,9878,98.78,21.654480934143066
0.4641588833612781,4,6,,0.013697829676850234,0.05461965932846069,9855,98.55,21.59400773048401
0.4641588833612781,4,7,,0.01118729194054516,0.05008473272323608,9879,98.79,21.63822317123413
0.4641588833612781,4,8,,0.008419248221557731,0.05486999292373657,9862,98.62,21.666042804718018
0.4641588833612781,4,9,,0.011493227031711527,0.04706207723617554,9880,98.8,21.64454221725464
0.4641588833612781,4,10,,0.009873760321473189,0.04777772784233093,9898,98.98,21.667532444000244
1.0000000000000004,0,1,,nan,nan,980,9.8,33.3975133895874
1.0000000000000004,0,2,,nan,nan,980,9.8,21.532222986221313
1.0000000000000004,0,3,,nan,nan,980,9.8,21.555552005767822
1.0000000000000004,0,4,,nan,nan,980,9.8,21.617599487304688
1.0000000000000004,0,5,,nan,nan,980,9.8,21.558631420135498
1.0000000000000004,0,6,,nan,nan,980,9.8,21.640610456466675
1.0000000000000004,0,7,,nan,nan,980,9.8,21.57959532737732
1.0000000000000004,0,8,,nan,nan,980,9.8,21.68533229827881
1.0000000000000004,0,9,,nan,nan,980,9.8,21.848986864089966
1.0000000000000004,0,10,,nan,nan,980,9.8,21.56277894973755
1.0000000000000004,1,1,,nan,nan,980,9.8,33.230963468551636
1.0000000000000004,1,2,,nan,nan,980,9.8,21.833573579788208
1.0000000000000004,1,3,,nan,nan,980,9.8,21.87576127052307
1.0000000000000004,1,4,,nan,nan,980,9.8,22.008344650268555
1.0000000000000004,1,5,,nan,nan,980,9.8,21.846900939941406
1.0000000000000004,1,6,,nan,nan,980,9.8,21.956299781799316
1.0000000000000004,1,7,,nan,nan,980,9.8,22.132795810699463
1.0000000000000004,1,8,,nan,nan,980,9.8,21.84532856941223
1.0000000000000004,1,9,,nan,nan,980,9.8,21.899388074874878
1.0000000000000004,1,10,,nan,nan,980,9.8,21.932133436203003
1.0000000000000004,2,1,,2.3127800009409585,2.3023702880859376,1135,11.35,33.35745072364807
1.0000000000000004,2,2,,2.304938153330485,2.302875439453125,1135,11.35,21.51075053215027
1.0000000000000004,2,3,,2.3051082675933836,2.3039912841796877,1135,11.35,21.538676738739014
1.0000000000000004,2,4,,2.304946063486735,2.312425244140625,892,8.92,21.806809902191162
1.0000000000000004,2,5,,2.3051464045206704,2.3050048583984375,980,9.8,21.70022749900818
1.0000000000000004,2,6,,2.30446217397054,2.304257666015625,1135,11.35,21.54622983932495
1.0000000000000004,2,7,,2.3047341639200845,2.306123876953125,1135,11.35,21.546985387802124
1.0000000000000004,2,8,,2.304950227101644,2.308147900390625,1135,11.35,21.50239109992981
1.0000000000000004,2,9,,2.304986896642049,2.304777490234375,1135,11.35,21.579481601715088
1.0000000000000004,2,10,,2.304989782079061,2.3030835205078124,958,9.58,21.601513385772705
1.0000000000000004,3,1,,nan,nan,980,9.8,34.4240517616272
1.0000000000000004,3,2,,nan,nan,980,9.8,22.922132968902588
1.0000000000000004,3,3,,nan,nan,980,9.8,21.722690105438232
1.0000000000000004,3,4,,nan,nan,980,9.8,21.9464168548584
1.0000000000000004,3,5,,nan,nan,980,9.8,21.670984983444214
1.0000000000000004,3,6,,nan,nan,980,9.8,21.64544439315796
1.0000000000000004,3,7,,nan,nan,980,9.8,21.69221067428589
1.0000000000000004,3,8,,nan,nan,980,9.8,21.644550323486328
1.0000000000000004,3,9,,nan,nan,980,9.8,21.6906476020813
1.0000000000000004,3,10,,nan,nan,980,9.8,21.863159656524658
1.0000000000000004,4,1,,2.3220073888142903,2.3028366455078126,1135,11.35,34.03505492210388
1.0000000000000004,4,2,,2.3049780665079753,2.3043771240234374,980,9.8,21.588127374649048
1.0000000000000004,4,3,,2.3048261336008706,2.3081213134765624,892,8.92,21.573579788208008
1.0000000000000004,4,4,,2.304777058029175,2.3090281982421876,1135,11.35,21.692137241363525
1.0000000000000004,4,5,,2.304984245554606,2.3030177978515627,982,9.82,21.664719104766846
1.0000000000000004,4,6,,2.30519348042806,2.302283984375,1135,11.35,21.72822642326355
1.0000000000000004,4,7,,2.3048719416300454,2.304659912109375,1135,11.35,21.763951539993286
1.0000000000000004,4,8,,2.3050667176564534,2.3037718017578124,1032,10.32,22.26858949661255
1.0000000000000004,4,9,,2.3050332015991213,2.306031396484375,1028,10.28,21.867323398590088
1.0000000000000004,4,10,,2.304824249521891,2.305170751953125,980,9.8,21.67349338531494
